ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,HR,IBI,HRV,label,subject
33.38645833333333,2.904166666666667,49.78125,62.95170203072928,2.7558428416020155,97.20064380822922,697.4085365853658,356.5445602410728,0,10
32.06458333333333,3.41875,50.70729166666667,62.985235226224404,2.1439687102461367,95.75598010347268,710.3658536585366,361.5423773570672,0,10
29.620833333333334,3.1572916666666666,55.41770833333333,63.0034950021462,0.3995216070993172,70.02856297006896,968.75,527.5926336378907,0,10
32.670833333333334,3.4833333333333334,52.2875,62.918366423317984,1.7368553828954998,85.34555403065247,841.0714285714286,614.713138502065,0,10
36.530208333333334,3.425,49.77395833333333,62.86382122647248,2.1051478505734322,83.1323678979505,874.0530303030303,530.3588573580392,0,10
39.001041666666666,2.928125,49.00729166666667,62.70119449912811,0.0707110258091359,80.0719065832382,963.5416666666666,632.4715050825446,0,10
37.26875,4.138541666666667,50.286458333333336,62.784223153113004,0.530006031514065,99.6854946605867,680.2325581395348,387.5024001461766,0,10
34.48854166666667,6.307291666666667,52.328125,62.99554595607274,0.3531732761626777,96.61115504810321,728.3653846153846,511.05681751022985,0,10
34.65,5.130208333333333,51.052083333333336,62.971532932649225,2.1231851337726386,96.34755061638043,741.9871794871794,452.1171868640857,0,10
29.295833333333334,4.948958333333334,55.50416666666667,62.960899430193045,0.37795670975702983,88.02459154952959,846.4285714285714,500.31584693189205,0,10
38.889583333333334,5.365625,46.73854166666667,63.135468150590626,2.3927309513936446,99.35710970456967,714.0625,399.5690787810647,0,10
42.16979166666667,4.442708333333333,44.43333333333333,63.07532500302087,2.187854907580368,83.93002347648964,846.4285714285714,377.214661347215,0,10
42.229166666666664,3.9770833333333333,46.375,62.98777295199305,1.5695143245093954,95.09123008116022,741.9871794871794,474.85065172890756,0,10
9.409375,51.291666666666664,12.394791666666666,64.03179269285803,2.167550354398022,94.36684894723975,749.1987179487179,437.0004196523337,0,10
30.901041666666668,32.729166666666664,24.983333333333334,63.76401154211012,3.3313221185659923,87.04649180705408,822.3214285714286,412.9467834429545,0,10
54.68541666666667,16.0,27.635416666666668,63.32821480560789,0.4422022932078522,79.32152787621798,914.0625,477.9342203186678,0,10
47.76145833333333,13.903125,34.7625,63.450739170856735,2.978315856079242,81.13465326759056,887.310606060606,486.1986838281753,0,10
39.08229166666667,10.890625,47.139583333333334,63.34928783794516,3.904460751308257,86.29459434844037,827.6785714285714,478.63354826987614,0,10
34.15416666666667,50.702083333333334,-2.5833333333333335,63.516671862038876,2.7589059854850895,82.94518520611238,868.3712121212121,428.79879687695603,0,10
46.640625,10.441666666666666,31.975,63.35136594618718,4.243040311570152,94.20885768387798,735.9375,465.0764170735264,0,10
39.82395833333333,12.11875,46.69479166666667,63.055488532993515,1.0068263002401328,94.21110106801859,768.9144736842105,460.4272399014237,0,10
39.438541666666666,9.094791666666667,46.02395833333333,63.45784473643819,4.004276847668119,89.47429724171818,789.0625,403.8044523210284,0,10
14.813541666666667,33.728125,29.432291666666668,63.79521636391314,3.3467263728666734,81.27136301336498,869.4852941176471,423.26685382327605,0,10
36.848958333333336,3.6166666666666667,50.682291666666664,62.8204726559319,0.9234709625349825,84.6703939478252,830.7291666666666,402.6627332963833,0,10
31.269791666666666,7.53125,49.75208333333333,63.083948987922504,2.6231669960547768,97.50227322957001,704.2682926829268,415.1371667142079,0,10
