,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,focus_label,hr_diff,hr_center,hr_slope,hr_zscore,lf_hf_log,sdnn_diff,sdnn_slope,sdnn_zscore,hr_sdnn_ratio,resp_zscore,EDA_slope_clipped,EDA_mean_clip,EDA_slope_log,EDA_slope_pos,eda_hr_interaction,eda_resp_ratio,hr_resp_interaction,hr_resp_z_interaction,hrv_composite,hrv_stress_index,arousal_index
0,39.62866666666667,-46.24666666666667,9.764,62.46929946994738,1.1209922988280556,0.5235064666666667,0.0093670419093875,-0.0002651173623168,21.32737520946529,1.591487055269844,66.37224263917096,911.1328125,134.46991209212757,80.09598695605695,74.19354838709677,44.20731510101718,1,8,1,2.4060700467205294,-12.015288429436566,2.4060700467205294,-1.3661121957632558,3.8112589122618243,-53.46590423531555,-53.46590423531556,-1.7574541015763667,0.8286587672229571,0.02610482011408124,-0.0002651173623168,0.5235064666666667,-0.00026508222491911803,0,34.74629822877507,0.005885716681370856,1415.54572225927,-0.035662113126052324,96.25314914509376,0.5956424430558254,741.0473394650652
1,38.92733333333333,-48.43933333333333,6.083333333333333,62.44231408003676,0.4282666576367017,0.5200509,0.0186230268638944,4.809620112507448e-05,22.16890595009597,1.352589976089881,78.5888465963703,803.6317567567568,159.0887953052215,155.4260598789063,58.333333333333336,707.930927801365,1,8,1,12.21660395719934,0.20131552776277317,7.3113370019599415,0.02288913822488548,6.5637580997854,75.33007292284935,10.932084343766894,-0.10956752772732524,0.5056349376157677,0.3088975218157631,4.809620112507448e-05,0.5200509,4.80950445398779e-05,1,40.87020040240431,0.013768419989131194,1742.228748921453,0.007070398074165579,124.28272950582037,0.9769767857045618,906.0476288824755
2,38.919333333333334,-47.00666666666667,-0.9146666666666666,62.576765633432,1.1660772666750443,0.4931086333333333,0.0073533601581559,-0.0002027171956385,24.01143401619819,1.809602465914609,65.08807294681758,940.0201612903226,199.0987179244675,134.70963433038338,63.333333333333314,6.149626550106062,1,8,1,-13.500773649552727,-13.299458121789954,-0.6420848461766911,-1.5121195004115202,1.967060124587446,-20.71642554852292,27.306823687163227,-0.5627506748419916,0.4831731062680499,0.9280709692215272,-0.0002027171956385,0.4931086333333333,-0.00020269665128421193,0,32.09549069710552,0.0040635224015565016,1562.8579688040047,-1.403354210325691,132.38056186272806,0.6765971962787247,770.658757091052
3,49.157333333333334,-18.907333333333337,31.472,62.76220785559908,1.5008658913814346,0.4705191916666667,0.0103379409194931,-0.0002827426105979,20.90904565141634,1.3588267899182078,65.76161658927981,924.31640625,145.8753299744727,94.89127713825286,54.83870967741935,1.5417667047012915,1,8,1,0.673543642462235,-12.625914479327719,-6.413615003545251,-1.4355390512820427,0.9328593922775492,-39.81835719213052,-30.26739137032673,-1.4337990312777973,0.693020664064275,-0.11447298674497025,-0.0002827426105979,0.4705191916666667,-0.0002827026464388458,0,30.9421026802812,0.0076079902134659665,1375.0126433761895,0.16433044278929645,98.53510559671497,0.6504957154500234,646.9698374928114
4,46.228,-39.17466666666667,13.782,62.674127036846414,1.9106194900877147,0.4428873583333333,0.0072760074809791,-0.0001964585700395,22.1657151081898,1.9263737535214691,76.20434637530101,822.4826388888889,136.77772962521553,152.2113820320925,60.0,1.890975819967996,1,8,1,10.442729786021204,-2.183184693306515,5.558136714241718,-0.24822335748702049,1.061594099100233,57.32010489383964,8.750873850854555,-0.17989036504144623,0.5006481437674998,0.30782525343650946,-0.0001964585700395,0.4428873583333333,-0.00019643927458175967,0,33.74994165967539,0.003777048699754313,1689.1238317607383,-0.07640941792730337,116.32970388576935,1.1128374659322589,748.0915917463913
5,54.778666666666666,-4.560666666666667,23.69,63.20998658119887,3.4334040064236544,0.4204471916666667,0.0063166732651185,-0.0001768384019723,23.57624004898959,1.5351277450010572,69.41658857526677,867.4242424242424,85.84867568685902,54.41574961575243,37.5,0.6109748108071389,1,8,1,-6.7877578000342425,-8.970942493340758,1.827485992993489,-1.0199766755177535,0.47683946832283913,-97.79563241634007,-20.2377637612502,-2.3192233483642397,1.2756708818636024,0.7818259518868544,-0.0001768384019723,0.4204471916666667,-0.0001768227679052024,0,29.186009721551336,0.0041147541536448165,1636.5821556324377,-0.7974442352390569,59.254808434203824,0.6338565991890068,688.0963712674381
6,57.57266666666667,2.945333333333333,25.359333333333332,63.16801335913133,1.1619329845588875,0.4004376083333333,0.0051435482294097,-0.0001408606326828,16.95086267783271,4.69529745424752,69.14151770251861,869.4852941176471,47.81259284007623,38.25119861522943,24.24242424242424,5.831898851110008,1,8,1,-0.27507087274815945,-9.246013366088917,-3.531414336391189,-1.051251636261923,1.9216026512112743,-16.164551000523005,-56.98009170843154,-2.6728317484694815,1.8075646881147864,-1.4446029545348913,-0.0001408606326828,0.4004376083333333,-0.00014085071275542066,0,27.68686398533338,0.001095468025088949,1172.0083719123324,1.518641219703613,36.76873856590996,0.8000235156284498,469.31622939521816
7,56.001333333333335,-0.588,4.648,63.107237700135926,2.1983061339455703,0.3879969083333333,0.0025262966736438,-3.563892284186679e-05,18.162598500864885,1.808051133672249,77.40102089542692,811.6071428571429,159.32182648144084,143.00773312899506,38.23529411764706,8.680730443011049,1,8,1,8.259503192908312,-0.986510173180605,3.9922161600800807,-0.11216406387089478,2.270137357430344,104.75653451376563,44.295991756621305,-0.38122522201640036,0.5412366077040985,-1.0374044642133506,-3.563892284186679e-05,0.3879969083333333,-3.563828779054444e-05,0,30.031356809269376,0.001397248466370946,1405.8036660806927,0.11635950058397763,113.521617909361,0.8976028977778121,545.4474761629745
8,43.666,-44.6,-4.816666666666666,62.70248294566525,0.4516257099546554,0.3806625416666667,0.0063529935540864,-0.0001724838079033,22.041984732824428,1.488773413959393,81.79527691539737,787.7604166666666,222.59064666365225,196.45067671320547,71.42857142857144,1.948479391048774,1,8,1,4.394256019970442,3.4077458467898367,6.326879606439368,0.3874533007427341,1.081289576794779,53.44294358421041,79.099739048988,0.7878684185750331,0.4163654606211576,0.26624620534860005,-0.0001724838079033,0.3806625416666667,-0.00017246893428158694,0,31.13639800694399,0.004267266928948316,1802.930244986335,0.10315797107254288,163.48996493514304,0.8825648321605093,686.3080095042044
9,41.298,-41.818,9.714666666666666,62.63257417501667,3.089226258742027,0.3597575083333333,0.0047205302915312,-0.0001286102472393,20.260492040520987,1.489400134406064,72.97829553465074,844.6428571428571,212.5229766989913,143.44605177699444,61.76470588235295,0.5931736681912371,1,8,1,-8.816981380746626,-5.409235533956789,-2.21136268038809,-0.6150183306952756,0.4657280445658954,-53.00462493621103,0.2191593239996813,-0.371636761696634,0.5087508099515642,-0.33241657331677604,-0.0001286102472393,0.3597575083333333,-0.00012860197765048083,0,26.254489763959576,0.0031694171247094935,1478.5761758105796,0.2044422860167273,139.24457811944623,0.6749672623876591,531.9288808906427
