ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,focus_label,subject
28.62338810138499,-11.744208021578515,-37.38980610915543,68.10675797770699,2.266282165946171,0.8096900817527579,0.009016194100504277,0.0004384956007110433,22.245298826878354,2.7650244398296384,70.37371968477493,506.28755101751585,92.18842545090057,140.83245669264022,38.49542697266915,7.2961329747349986,4,1,18
7.233758731946423,-11.886854914951186,12.103808445716083,88.96012572834697,6.293718252571481,1.3301224195217416,0.007538069131974285,0.0009302498842192809,27.04272371647867,3.0058521845105943,71.63039861598187,853.4521560216263,209.9243375159535,47.050157318645034,75.10082404001652,2.33704335792671,1,1,18
-23.404439043651415,16.962809935013382,-37.79833195286997,71.29555224173879,10.963912382888134,0.21104646733123059,0.006527139679338744,0.0003934737836174451,29.033835066055193,3.217662847128925,72.81617332819252,545.5452295326027,99.1200842432595,54.84347626835343,57.462981447437045,9.312954474268842,4,1,18
27.797376961776465,-33.25838475320436,-38.15168567190226,89.22414003427033,5.494618505898152,2.839531861262538,0.00231988285917677,-0.0007348738023560139,17.15715216280451,3.0706619972400433,76.92682260498063,882.9606304940216,141.73704688919116,175.4011108962763,59.792824166873686,1.7597865066959062,1,1,18
-1.02550044774231,-37.0734935968494,-46.884221604003606,77.89818459398293,3.6743577786916615,1.3384224171910566,0.0012644267028562198,0.0001514072273114907,28.26499198148329,3.946271484353305,71.04753642173367,518.9349440622116,60.446787936945285,100.31820750271599,68.272685910452,2.3898354410383345,1,1,18
27.991519225260333,-41.435769022179926,32.33191397081583,70.94396431102442,14.538373258419572,2.5866044745026633,0.006238102233591189,-0.0009513530780827338,13.524399303474478,3.805106734995295,72.41198710283176,960.1237896713909,127.36044683631651,50.15836513359084,13.857695219249573,8.522457340592977,3,1,18
41.40144586700404,-22.459502249847052,-29.965015981399812,87.95291642261914,7.49806118787744,0.9679348083869799,0.009264477668138503,-0.00040589744599948995,22.217702732084344,3.63560549303295,73.01717935277708,898.0937496100455,193.94884352881047,134.3114359049834,52.75541977470955,8.676996737442034,1,1,18
-12.471437227559676,-23.728610095463555,-27.7626744978967,59.23329708847928,14.547316855918316,1.9354176474736127,0.00227197941488313,-0.0003143466052959884,28.536650837148155,3.1721319162040693,78.90938202090979,831.6206613152395,77.23085500068812,111.67423237447252,23.067858092494163,6.464887988192775,3,1,18
-13.266053078381688,-30.81718592715157,14.933702205141685,67.35028870912016,1.7282937457544365,0.7127083911407817,0.004516421510136313,0.0006811080007985391,26.917253250022547,2.834070797743353,69.76653950238632,923.6748130173106,230.33940999037637,77.78186686524162,56.23427945677351,3.496114709120612,3,1,18
-25.921335542423062,-15.04433663087488,-5.865609736324892,59.70931758933888,4.545713324362003,1.1276727807250093,0.002866792953501264,-0.00027604591020300795,17.822281590348204,3.454109374858106,68.78422358566294,999.066694519358,122.38947995675152,185.7153765602742,25.29293555824048,9.696272634738122,4,1,18
-1.4335145225772266,30.80694691041171,17.73766888980515,79.67743081094424,7.359345781997642,2.2074111914221515,0.005251255887301421,-0.0003213135882337197,15.143672013060284,3.65714856361457,87.30973192847406,686.7640308568645,210.92831239493174,124.46600694917572,66.10719368425629,9.086774325638746,3,1,18
