,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,focus_label,hr_diff,hr_center,hr_slope,hr_zscore,sdnn_diff,sdnn_slope,sdnn_zscore,acc_ratio,net_acc_mean_slope,net_acc_mean_diff,acc_vector_magnitude_mean,acc_vector_slope,hr_netacc_interaction,hr_sdnn_ratio,acc_hr_slope_diff,sdnn_netacc_ratio,eda_hr_interaction,eda_resp_ratio,hr_resp_interaction,hrv_composite,hrv_stress_index,arousal_index,HR_baseline_sub,SDNN_baseline_sub,net_acc_mean_sub
0,39.62866666666667,-46.24666666666667,9.764,62.46929946994738,1.1209922988280556,0.5235064666666667,0.0093670419093875,-0.0002651173623168,21.32737520946529,1.591487055269844,66.37224263917096,911.1328125,134.46991209212757,80.09598695605695,74.19354838709677,44.20731510101718,1,8,1,2.4060700467205294,-12.639238161834385,2.406070046720528,-1.3457299060134416,-53.46590423531555,-53.465904235315556,-1.8024061370720403,0.01794469136583388,-0.0800397831776204,-0.08003978317762517,61.680800056059226,-0.559248437209527,4146.227501918382,0.8286587672229571,-1.2850777478924724,1.2821655813896842,34.74629822877507,0.005885716681370856,1415.54572225927,96.25314914509376,0.5956424430558254,741.0473394650652,-12.639238161834385,-82.2944096415124,-0.8806472757343755
1,38.92733333333333,-48.43933333333333,6.083333333333333,62.44231408003676,0.4282666576367017,0.5200509,0.0186230268638944,4.809620112508237e-05,22.16890595009597,1.352589976089881,78.5888465963703,803.6317567567568,159.0887953052215,155.4260598789063,58.333333333333336,707.930927801365,1,8,1,12.21660395719934,-0.4226342046350453,7.311337001959946,-0.044998874235869284,75.33007292284935,10.932084343766913,-0.15253239311194292,0.006858596833675347,-0.05351258654411979,-0.02698538991062094,62.43967679822395,0.0998141524776122,4907.269442358383,0.5056349376157677,-6.883070344323245,2.489114307816513,40.87020040240431,0.013768419989131194,1742.228748921453,124.28272950582037,0.9769767857045618,906.0476288824755,-0.4226342046350453,-6.9643367186630485,-0.9076326656449965
2,38.919333333333334,-47.00666666666667,-0.9146666666666666,62.576765633432,1.1660772666750443,0.4931086333333333,0.0073533601581559,-0.0002027171956385,24.01143401619819,1.809602465914609,65.08807294681758,940.0201612903226,199.0987179244675,134.70963433038338,63.333333333333314,6.149626550106062,1,8,1,-13.500773649552727,-13.923407854187772,-0.64208484617669,-1.4824585234560945,-20.71642554852292,27.306823687163224,-0.606262029298777,0.018634348625587334,0.05373308174231242,0.1344515533952375,61.03423492871303,-0.32328256367308517,4073.001086324729,0.4831731062680499,1.8081621128517344,2.1527100484353565,32.09549069710552,0.0040635224015565016,1562.8579688040047,132.38056186272806,0.6765971962787247,770.658757091052,-13.923407854187772,-27.68076226718597,-0.7731811122497589
3,49.157333333333334,-18.907333333333337,31.472,62.76220785559908,1.5008658913814346,0.4705191916666667,0.0103379409194931,-0.0002827426105979,20.90904565141634,1.3588267899182078,65.76161658927981,924.31640625,145.8753299744727,94.89127713825286,54.83870967741935,1.5417667047012915,1,8,1,0.673543642462235,-13.249864211725537,-6.413615003545227,-1.4107447214799869,-39.81835719213052,-30.267391370326717,-1.4783607743272578,0.023913529218643332,0.1599468877811561,0.18544222216708306,61.35484869366253,-0.5424140522807059,4127.344249296592,0.693020664064275,7.914480894926662,1.5119174240118785,30.9421026802812,0.0076079902134659665,1375.0126433761895,98.53510559671497,0.6504957154500234,646.9698374928114,-13.249864211725537,-67.49911945931649,-0.5877388900826759
4,46.228,-39.17466666666667,13.782,62.674127036846414,1.9106194900877147,0.4428873583333333,0.0072760074809791,-0.0001964585700395,22.1657151081898,1.9263737535214691,76.20434637530101,822.4826388888889,136.77772962521553,152.2113820320925,60.0,1.890975819967996,1,8,1,10.442729786021204,-2.8071344257043336,5.558136714241735,-0.29888231383100416,57.32010489383964,8.75087385085458,-0.22294003203962937,0.03048497969448306,0.048680701707221066,-0.08808081875266538,62.14198272057663,0.5538738959318071,4776.040885485462,0.5006481437674998,-3.6475172241540204,2.4286158706923966,33.74994165967539,0.003777048699754313,1689.1238317607383,116.32970388576935,1.1128374659322589,748.0915917463913,-2.8071344257043336,-10.179014565476848,-0.6758197088353413
5,54.778666666666666,-4.560666666666667,23.69,63.20998658119887,3.4334040064236544,0.4204471916666667,0.0063166732651185,-0.0001768384019723,23.57624004898959,1.5351277450010572,69.41658857526677,867.4242424242424,85.84867568685902,54.41574961575243,37.5,0.6109748108071389,1,8,1,-6.7877578000342425,-9.594892225738576,1.827485992993489,-1.0215911155264032,-97.79563241634007,-20.237763761250203,-2.364852815835052,0.054317429762671135,0.22388936279989186,0.535859544352455,59.85581093112199,-0.7495188812702649,4387.821632355215,1.2756708818636024,1.6059180134301654,0.8608726515861208,29.186009721551336,0.0041147541536448165,1636.5821556324377,59.254808434203824,0.6338565991890068,688.0963712674381,-9.594892225738576,-107.97464698181692,-0.13996016448288628
6,57.57266666666667,2.945333333333333,25.359333333333332,63.16801335913133,1.1619329845588875,0.4004376083333333,0.0051435482294097,-0.0001408606326828,16.95086267783271,4.69529745424752,69.14151770251861,869.4852941176471,47.81259284007623,38.25119861522943,24.24242424242424,5.831898851110008,1,8,1,-0.27507087274815945,-9.869963098486735,-3.531414336391187,-1.0508785690098092,-16.164551000523005,-56.98009170843154,-2.718887628810487,0.01839432527271214,0.2469431611424675,-0.04197322206753995,62.97922453211588,0.418620905769625,4367.532313903311,1.8075646881147864,4.693347320950075,0.6055469528891402,27.68686398533338,0.001095468025088949,1172.0083719123324,36.76873856590996,0.8000235156284498,469.31622939521816,-9.869963098486735,-124.13919798233992,-0.18193338655042623
7,56.001333333333335,-0.588,4.648,63.107237700135926,2.1983061339455703,0.3879969083333333,0.0025262966736438,-3.563892284185776e-05,18.162598500864885,1.808051133672249,77.40102089542692,811.6071428571429,159.32182648144084,143.00773312899506,38.23529411764706,8.680730443011049,1,8,1,8.259503192908312,-1.6104599055784234,3.9922161600800745,-0.1714695165660148,104.75653451376563,44.29599175662132,-0.42451767672609436,0.034834453448765595,-0.05137444053147942,-0.0607756589954036,56.19696596001524,-1.8294224855533676,4884.564623880895,0.5412366077040985,-1.7939100261345042,2.2661066475831566,30.031356809269376,0.001397248466370946,1405.8036660806927,113.521617909361,0.8976028977778121,545.4474761629745,-1.6104599055784234,-19.382663468574293,-0.24270904554582984
8,43.666,-44.6,-4.816666666666666,62.70248294566525,0.4516257099546554,0.3806625416666667,0.0063529935540864,-0.0001724838079033,22.041984732824428,1.488773413959393,81.79527691539737,787.7604166666666,222.59064666365225,196.45067671320547,71.42857142857144,1.948479391048774,1,8,1,4.394256019970442,2.7837961143920182,6.32687960643938,0.2963974280264411,53.44294358421041,79.09973904898803,0.7459857623165652,0.007202676652310739,-0.23276520673302611,-0.4047547544706731,62.602554530767975,-0.1883350006739401,5128.76695582367,0.4163654606211576,-5.875253896484725,3.1330605161262755,31.13639800694399,0.004267266928948316,1802.930244986335,163.48996493514304,0.8825648321605093,686.3080095042044,2.7837961143920182,34.06028011563612,-0.6474638000165029
9,41.298,-41.818,9.714666666666666,62.63257417501667,3.089226258742027,0.3597575083333333,0.0047205302915312,-0.0001286102472393,20.260492040520987,1.489400134406064,72.97829553465074,844.6428571428571,212.5229766989913,143.44605177699444,61.76470588235295,0.5931736681912371,1,8,1,-8.816981380746626,-6.033185266354607,-2.2113626803880875,-0.6423676599408833,-53.00462493621103,0.2191593239997077,-0.41491765377692086,0.0493229968500046,-0.23733176255962396,-0.06990877064858125,59.570501730675765,1.6867678853302688,4570.818508240301,0.5087508099515642,5.300588939130114,2.2902786828764023,26.254489763959576,0.0031694171247094935,1478.5761758105796,139.24457811944623,0.6749672623876591,531.9288808906427,-6.033185266354607,-18.944344820574912,-0.7173725706650842
