,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,focus_label,hr_diff,hr_center,hr_slope,hr_zscore,sdnn_diff,sdnn_slope,sdnn_zscore,acc_ratio,net_acc_mean_slope,net_acc_mean_diff,acc_vector_magnitude_mean,acc_vector_slope,hr_netacc_interaction,hr_sdnn_ratio,acc_hr_slope_diff,sdnn_netacc_ratio,eda_hr_interaction,eda_resp_ratio,hr_resp_interaction,hrv_composite,hrv_stress_index,arousal_index
0,-31.5,24.8,9.8,56.1,7.9,1.2,0.007,3e-06,16.5,3.0,73.1,820.5,128.9,93.4,49.8,2.2,1,18,1,0.5999999999999943,9.801470588235283,0.5999999999999943,1.3773929080431735,-2.299999999999997,-2.3000000000000114,-1.3623635571717934,0.1408199643493761,0.4999999999999929,0.5,41.27141868169787,0.6741281317116403,4100.91,0.7826552378730701,7.300000000000006,1.6648841057952923,87.71999999999998,0.0023333333333333335,1206.1499999999999,90.7,0.7245927075252133,1447.3799999999997
1,-29.8,26.0,10.5,55.3,8.4,1.22,0.01,5e-06,17.0,2.8,74.2,809.7,125.1,90.1,47.5,2.4,1,18,0,1.1000000000000085,10.901470588235291,0.8500000000000011,1.5319750378580728,-3.3000000000000114,-2.800000000000008,-1.6773706485982245,0.1518987341772152,-0.14999999999999755,-0.8000000000000043,40.91808890942978,0.16039917972178072,4103.26,0.823529402624535,7.549999999999999,1.6292947264142004,90.524,0.0035714285714285718,1261.4,87.56666666666666,0.7202238209432454,1538.908
2,-32.1,25.5,9.2,56.8,9.1,1.25,0.015,8e-06,17.5,2.6,76.3,786.4,120.3,87.2,45.3,2.6,2,18,0,2.0999999999999943,13.001470588235286,1.6000000000000048,1.8270863765956045,-2.8999999999999915,-3.1000000000000028,-1.9541950622759954,0.1602112676056338,0.3499999999999954,1.5,42.01547334018743,0.37202732924477533,4333.839999999999,0.8749999899655964,7.499999999999995,1.535211240577267,95.375,0.005769230769230769,1335.25,84.26666666666667,0.7248545303408147,1669.0625
3,-33.0,24.9,10.1,57.0,9.3,1.3,0.018,1e-05,18.1,2.4,78.9,760.5,115.7,83.9,42.1,2.9,2,18,0,2.6000000000000085,15.601470588235294,2.350000000000002,2.1924623197944553,-3.299999999999997,-3.1000000000000028,-2.269202153702425,0.1631578947368421,0.8500000000000042,0.20000000000000284,42.556080646600904,0.8189958685855641,4497.3,0.9404052331298542,6.949999999999999,1.471929798738074,102.57000000000001,0.0075,1428.0900000000001,80.56666666666668,0.7251512532411409,1856.5170000000003
4,-31.7,25.3,9.7,56.7,8.8,1.35,0.02,1.2e-05,18.4,2.3,80.2,748.1,110.4,80.5,39.8,3.1,2,18,0,1.2999999999999972,16.90147058823529,1.9500000000000066,2.37515029139388,-3.4000000000000057,-3.350000000000001,-2.59375491456602,0.15520282186948853,-0.049999999999997075,-0.29999999999999716,41.70215821753114,-0.1566575613281495,4547.34,0.9962732795494004,6.849999999999994,1.4197530613800164,108.27000000000001,0.008695652173913044,1475.6799999999998,76.89999999999999,0.7291666666666666,1992.1680000000001
5,-30.5,26.2,10.0,56.7,8.6,1.38,0.022,1.5e-05,18.7,2.2,81.5,736.2,105.9,77.3,37.4,3.3,2,18,0,1.2999999999999972,18.20147058823529,1.2999999999999936,2.5578382629933043,-3.200000000000003,-3.300000000000004,-2.899216336555286,0.15167548500881833,-0.15000000000000074,0.0,41.432957895858706,-0.5615613753711011,4621.05,1.054333750914182,7.300000000000006,1.3633156726046618,112.46999999999998,0.009999999999999998,1524.05,73.53333333333333,0.7299338999055712,2103.189
6,-32.3,25.0,9.5,57.8,9.0,1.4,0.019,1.1e-05,18.2,2.5,79.8,751.9,112.3,82.1,41.2,2.8,2,18,0,-1.7000000000000028,16.501470588235286,-0.1999999999999883,2.3189386078248253,4.799999999999997,0.7999999999999976,-2.441024203571388,0.15570934256055363,0.54999999999999,1.0999999999999943,41.93494962438848,0.11639570342866996,4612.44,0.9719853718393987,9.199999999999989,1.4204152003388375,111.71999999999998,0.0076,1452.36,78.53333333333332,0.7310774710596616,2033.3039999999996
7,-31.0,25.7,10.2,56.9,8.5,1.37,0.016,-7e-06,17.8,2.7,77.4,774.8,118.5,86.4,44.0,2.5,1,18,0,-2.3999999999999915,14.101470588235294,-2.050000000000007,1.9816685064105037,4.300000000000011,4.549999999999997,-2.0305604177733114,0.14938488576449913,0.09999999999999733,-0.8999999999999986,41.53949927478664,0.053270689463966,4404.06,0.8958333229648922,10.550000000000008,1.5184534003786752,106.03800000000001,0.005925925925925926,1377.7200000000003,82.96666666666667,0.7291139240506329,1887.4764000000002
8,-30.8,26.1,9.9,56.8,8.3,1.33,0.012,-5e-06,17.3,2.9,75.6,793.7,123.2,89.8,46.3,2.3,1,18,1,-1.8000000000000114,12.301470588235283,-2.100000000000017,1.72871593034976,3.3999999999999915,3.849999999999997,-1.7060076569097178,0.1461267605633803,-0.5000000000000057,-0.10000000000000142,41.567535409258994,-0.18370710756474537,4294.079999999999,0.8418708146784987,10.400000000000018,1.5809858876586993,100.548,0.004137931034482759,1307.8799999999999,86.43333333333334,0.7288961038961038,1739.4804000000001
9,-32.5,24.7,9.4,57.6,8.7,1.29,0.009,-3e-06,16.9,3.2,73.8,812.9,127.8,92.5,48.7,2.0,1,18,1,-1.7999999999999972,10.501470588235286,-1.8000000000000154,1.475763354289018,2.700000000000003,3.0499999999999994,-1.4482745821062748,0.15104166666666666,0.34999999999999226,0.8000000000000043,41.88913940390755,0.1748200645604508,4250.88,0.797837829212564,10.500000000000014,1.6059027498975218,95.202,0.0028124999999999995,1247.2199999999998,89.66666666666667,0.7237871674491393,1608.9137999999998
