timestamp,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,HR,SDNN,label,subject
2025-04-30 00:05:00,43.622,21.578,27.55,64.53559076556296,8.736562512784152,101.70130182478566,167.76978687740205,1,2
2025-04-30 00:05:10,50.486,23.772,27.6,63.55321132007786,2.7920119816234066,85.17775327124491,139.29868456202328,1,2
2025-04-30 00:05:20,43.026,32.138,32.53,63.45255752762564,1.759245066316461,111.1834109429617,138.21035835797346,1,2
2025-04-30 00:05:30,54.996,24.596,19.328,63.38279975840395,0.9103267468710987,110.32996944203182,138.31379825277511,1,2
2025-04-30 00:05:40,53.504,26.062,21.182,63.32235015035399,1.4601271985566393,104.85740982664841,164.64924840399362,1,2
2025-04-30 00:05:50,54.31,25.654,20.026,63.31684351544389,0.446460794236878,105.86281741405224,173.69928316553936,1,2
2025-04-30 00:06:00,53.924,23.718,22.47,63.32380396733207,0.8098463477100258,96.60922794978704,194.52596807603138,1,2
2025-04-30 00:06:10,51.028,29.282,23.44,63.41830522909147,0.613646371934589,69.53384457617612,43.31804171016166,1,2
2025-04-30 00:06:20,47.988,12.842,23.448,63.48556927067817,4.705368676089428,91.93213264291168,193.94584728473586,1,2
2025-04-30 00:06:30,40.346,10.632,24.68,63.44648961466351,4.961950783350795,99.1335880274868,149.26759853438463,1,2
2025-04-30 00:06:40,52.082,19.2,21.388,63.44543301356612,3.966740440348238,95.10363646031418,163.4692261515816,1,2
2025-04-30 00:06:50,47.62,17.258,26.252,63.40514254805221,4.716131726444851,65.74582255433366,36.47692978102735,1,2
2025-04-30 00:07:00,49.138,17.684,26.72,63.35877404736992,3.7496334773312685,108.63207931476468,184.15417566991707,1,2
2025-04-30 00:07:10,53.676,13.77,20.844,63.51996919146905,4.607332624721515,72.2954530585442,94.09372250954085,1,2
2025-04-30 00:07:20,57.256,18.484,19.366,63.33050705493099,0.8347910908337781,70.26209298971425,45.09803371132825,1,2
2025-04-30 00:07:30,52.526,14.486,25.676,63.50690223217131,3.1580641021731988,73.08794719253875,48.545475825667786,1,2
2025-04-30 00:07:40,53.8,14.222,22.174,63.411020460196916,2.994408822537221,96.88030202569304,228.879013189439,1,2
2025-04-30 00:07:50,56.828,16.034,22.944,63.35168443234285,0.46698991942961765,104.67064362956684,204.01834557615805,1,2
2025-04-30 00:08:00,56.038,18.542,23.074,63.38266454941527,0.3792553444524625,104.7980531198852,166.09276189995623,1,2
2025-04-30 00:08:10,56.114,18.244,22.996,63.32978413456815,0.32317405372251007,77.7892333960666,147.19301969775282,1,2
2025-04-30 00:08:20,54.868,14.604,20.24,63.4035156141778,3.006361216273232,85.19538592261982,206.2887958040997,1,2
2025-04-30 00:08:30,41.862,14.738,34.752,63.4808007138547,4.458244130581506,78.52141594373384,156.9329084617515,1,2
2025-04-30 00:08:40,54.546,23.446,22.07,63.345748894864094,0.5000969394261227,82.9345275047777,228.8520271387624,1,2
2025-04-30 00:08:50,54.396,23.43,22.148,63.23600849263287,0.4911516259385383,100.94454643071067,160.53161466065043,1,2
2025-04-30 00:09:00,53.344,17.536,-2.066,63.19238557587091,2.021980521780996,74.82607595398494,77.29594833154079,1,2
2025-04-30 00:09:10,54.172,11.0,-30.0,62.8938949109999,0.32555018676389474,74.24669044978641,48.35272038444568,1,2
2025-04-30 00:09:20,54.138,10.992,-30.198,62.959096652431796,0.32272079225049943,86.7289224548765,165.49044858385398,1,2
2025-04-30 00:09:30,54.09,14.424,-7.082,63.21399728471469,2.7273700313825824,73.07923515770877,59.89536546110231,1,2
2025-04-30 00:09:40,46.504,33.046,27.584,63.52895310443301,1.9396178630728678,87.34057832197801,163.37903272248042,1,2
2025-04-30 00:09:50,50.226,27.67,25.53,63.39528391091146,1.567155976580169,94.06427442912552,130.35121837075323,1,2
2025-04-30 00:10:00,57.998,25.026,5.754,63.43021268546094,0.24923618756362412,93.21939042302314,232.6148154500566,1,2
2025-04-30 00:10:10,51.478,26.926,23.546,63.417805563913035,1.0430424045652462,94.49929045207449,219.31061931443912,1,2
2025-04-30 00:10:20,52.47,26.804,22.11,63.42688676723668,1.0630310513511194,97.67543101493496,257.3182291305834,1,2
2025-04-30 00:10:30,55.39,24.938,18.176,63.44579994218227,0.40307529890303134,84.25297744911795,220.83271914222766,1,2
2025-04-30 00:10:40,53.826,25.336,21.94,63.41876003207122,0.49686617369871067,107.569798555344,205.84450880593238,1,2
2025-04-30 00:10:50,53.882,25.872,21.362,63.47931309299781,0.31750471045050704,86.62406547319421,167.85663702015475,1,2
2025-04-30 00:11:00,51.43,22.246,-5.598,63.3412670277339,1.981386212052366,70.42292189198778,140.54606370413674,1,2
2025-04-30 00:11:10,40.216,13.33,-46.732,63.08237026928219,0.45668502185042154,98.35071589175159,210.41720602156917,1,2
2025-04-30 00:11:20,41.042,13.086,-45.972,63.00328148018,0.3442713017510508,89.17202174198808,147.5479907636914,1,2
