,timestamp,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,HR,SDNN,label,subject,focus_label
0,2025-04-30 00:09:46,58.76,5.12,-22.58,63.181193733447664,1.129937350720558,150.64615384615382,7.8125,1,8,1
1,2025-04-30 00:10:23,42.84,-45.6,3.26,62.65524372709229,0.4247746445609944,153.6,0.0,1,8,1
2,2025-04-30 00:13:13,36.7,-45.78,-22.6,62.89811489580109,0.9732124920099388,140.8,39.0625,1,8,1
3,2025-04-30 00:13:17,36.54,-44.3,-25.94,63.017899011270536,0.4943725369678334,144.95726495726495,7.8125,1,8,1
4,2025-04-30 00:13:26,40.18,-42.68,-18.3,62.99850309196625,2.094900515900074,130.5069124423963,23.4375,1,8,1
5,2025-04-30 00:13:31,46.78,-33.16,8.78,62.83002879803737,2.903012441894785,135.11111111111111,23.4375,1,8,1
6,2025-04-30 00:21:34,57.0,5.56,26.9,63.27676476128087,0.2665358240894526,142.41758241758242,15.625,1,8,1
7,2025-04-30 00:38:38,31.12,55.22,2.48,63.43940774284958,0.4260812557215605,142.41758241758242,15.625,4,8,0
8,2025-04-30 00:55:22,47.9,15.0,38.44,63.223826736322,0.3573972796979384,126.20689655172414,23.4375,2,8,0
9,2025-04-30 00:56:13,47.52,15.6,38.68,63.231227922520205,0.4145062246838493,150.64615384615382,7.8125,2,8,0
10,2025-04-30 00:57:52,45.1,-14.4,37.3,62.62469773932149,4.3711821122692,137.84615384615384,31.25,2,8,0
11,2025-04-30 00:07:08,32.04,16.1,51.94,63.26873242071696,0.7664841001076745,138.73548387096776,46.875,1,9,1
12,2025-04-30 00:07:22,51.64,13.22,34.02,63.49137791765863,4.600535851077595,147.9111111111111,15.625,1,9,1
13,2025-04-30 00:12:40,52.92,12.14,32.24,63.14826171877576,0.4438940155039482,138.73548387096776,46.875,1,9,1
14,2025-04-30 00:14:31,61.52,8.18,11.92,63.197876047814944,0.4565775345094945,130.20689655172413,7.8125,1,9,1
15,2025-04-30 00:15:11,20.06,15.5,57.84,63.15612005902727,0.3801303588684911,147.69230769230768,0.0,1,9,1
16,2025-04-30 00:17:25,46.84,-3.46,40.42,64.68597012563919,10.05411701269266,144.95726495726495,7.8125,1,9,1
17,2025-04-30 00:20:14,60.86,-15.86,0.74,62.90032666360458,0.4109812791769683,134.98181818181817,62.5,1,9,1
18,2025-04-30 00:31:28,51.96,20.92,-29.18,63.16015081793343,0.367897616061049,143.00689655172414,31.25,2,9,0
19,2025-04-30 00:33:09,4.76,61.88,15.66,64.03728717918429,0.2930029533602824,142.41758241758242,15.625,2,9,0
20,2025-04-30 00:33:56,23.6,52.32,25.62,63.727625019664494,4.021170147237372,144.95726495726495,7.8125,2,9,0
21,2025-04-30 00:35:21,52.1,36.0,3.0,63.39904511012605,0.2471419110574153,136.8,54.6875,2,9,0
22,2025-04-30 00:35:29,52.18,35.84,3.54,63.40482201522089,0.3854156433780012,138.73548387096776,46.875,2,9,0
23,2025-04-30 00:35:36,53.54,33.96,3.62,63.50802320657118,0.4135074287307355,139.6825396825397,7.8125,2,9,0
24,2025-04-30 00:35:53,54.06,32.84,4.3,63.401713788421795,0.2503770976862018,150.64615384615382,7.8125,2,9,0
25,2025-04-30 00:36:07,60.28,17.64,-4.96,63.00571294159581,0.4473664283622571,128.14238042269187,15.625,2,9,0
26,2025-04-30 00:36:46,61.0,16.88,-1.98,63.32465962226587,0.0865085208001686,135.11111111111111,23.4375,2,9,0
27,2025-04-30 00:37:01,51.58,-19.74,28.38,63.44145911425887,8.241435885440067,137.31800766283527,15.625,2,9,0
28,2025-04-30 00:41:21,30.06,6.96,55.0,63.0644610724754,0.117258851403237,142.41758241758242,15.625,2,9,0
29,2025-04-30 00:04:50,-29.98,-7.82,-56.98,64.86015976014637,0.1402707677588527,132.57142857142856,15.625,1,4,1
30,2025-04-30 00:14:38,-35.02,-5.06,-54.02,64.5773998267595,0.1393973272481377,137.31800766283527,15.625,1,4,1
31,2025-04-30 00:31:53,-65.28,0.28,-4.62,65.45130311729318,0.5540038341102216,130.5069124423963,23.4375,3,4,0
32,2025-04-30 00:44:47,-18.6,61.1,9.88,64.85323533019796,2.262270365355195,137.31800766283527,15.625,4,4,1
33,2025-04-30 00:48:42,-54.24,-23.48,-27.8,65.38144689305089,1.0326675027164205,130.20689655172413,7.8125,4,4,1
34,2025-04-30 00:51:30,-49.84,-7.64,29.66,66.76975363559445,8.479386737377952,142.41758241758242,15.625,4,4,1
35,2025-04-30 01:00:33,-52.96,-23.8,22.54,63.37011888038869,6.171550298377535,135.78163771712158,39.0625,2,4,0
36,2025-04-30 01:00:41,-65.02,-1.24,5.24,65.26565128422153,0.902641925899715,143.00689655172414,31.25,2,4,0
37,2025-04-30 01:01:26,-65.0,0.0,5.48,65.23249363415954,0.0421220765694962,135.11111111111111,23.4375,2,4,0
38,2025-04-30 01:01:49,-65.0,-0.9,8.0,65.49732814973932,0.0022902765358495,135.11111111111111,23.4375,2,4,0
