timestamp,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,HR,SDNN,label,subject
2025-04-30 00:01:42,-41.0,-29.06,-41.0,64.85775515217543,0.10768760588960566,140.8,39.0625,1,17
2025-04-30 00:10:09,-54.9,-35.0,-4.1,65.23754500004799,0.25044433855760456,147.9111111111111,15.625,1,17
2025-04-30 00:13:41,-62.92,-12.3,6.8,65.96471335960595,3.6764917224202303,144.95726495726495,7.8125,1,17
2025-04-30 00:15:22,-36.42,-20.94,-49.52,64.94720887294365,0.24507063110838517,131.65714285714284,78.125,1,17
2025-04-30 00:29:56,-58.36,10.0,26.26,64.77403807355346,0.47327755687959994,144.95726495726495,7.8125,3,17
2025-04-30 00:31:04,-57.82,10.9,28.0,65.16187215629878,0.3611330588210993,133.84615384615384,46.875,3,17
2025-04-30 00:31:44,-43.58,-34.06,31.74,63.773861970673806,0.39310220737903473,133.2705882352941,70.3125,3,17
2025-04-30 00:31:59,-43.0,-34.0,32.0,63.474404290233394,0.0,145.37142857142857,23.4375,3,17
2025-04-30 00:33:47,-47.58,43.98,6.14,65.08556754213487,0.35902328364576747,136.8,54.6875,3,17
2025-04-30 00:33:58,-47.28,44.08,6.78,64.9979936699869,0.34759009816540914,143.00689655172414,31.25,3,17
2025-04-30 00:58:37,-38.9,4.6,50.24,63.709020705688566,0.31730225676151746,135.78163771712158,39.0625,2,17
2025-04-30 00:58:57,-40.0,4.92,50.0,64.22055464021014,0.01901851162914198,137.31800766283527,15.625,2,17
2025-04-30 00:58:58,-39.98,4.96,49.96,64.17996960045167,0.17748826749333493,140.053050397878,23.4375,2,17
2025-04-30 00:59:21,-41.0,5.0,49.0,64.08587988004848,1.4210854715202004e-14,134.7783251231527,7.8125,2,17
2025-04-30 01:00:25,-42.98,5.98,47.12,64.05802583536479,0.22209474495880296,126.20689655172414,23.4375,2,17
2025-04-30 01:00:59,-38.3,-5.0,50.44,63.53263449825087,0.37993908941388554,142.22222222222223,0.0,2,17
2025-04-30 01:01:46,-26.84,-5.0,57.18,63.384514241195994,0.5131806773663173,129.2929292929293,46.875,2,17
2025-04-30 01:02:18,-43.16,-3.98,46.96,63.906266082038236,0.2217102878244842,131.11111111111111,39.0625,2,17
2025-04-30 01:02:47,-50.02,11.12,39.0,64.395383241067,0.12090176222725967,134.7783251231527,7.8125,2,17
