,ACC_x_mean,ACC_y_mean,ACC_z_mean,net_acc_mean,net_acc_std,EDA_mean,EDA_std,EDA_slope,RESP_rate,RESP_regularity,HR,IBI,RMSSD,SDNN,pNN50,lf/hf,label,subject,focus_label,hr_diff,hr_center,hr_slope,hr_zscore,sdnn_diff,sdnn_slope,sdnn_zscore,acc_ratio,net_acc_mean_slope,net_acc_mean_diff,acc_vector_magnitude_mean,acc_vector_slope,hr_netacc_interaction,hr_sdnn_ratio,acc_hr_slope_diff,sdnn_netacc_ratio,eda_hr_interaction,eda_resp_ratio,hr_resp_interaction,hrv_composite,hrv_stress_index,arousal_index
0,30.984733333333335,1.0872666666666666,45.4994,63.19259798514062,4.728300599059754,0.25835212,0.0111004496637418,-2.6420881958946177e-05,18.695614715258028,1.8394738408410725,80.43324009530629,784.827302631579,223.63387580076684,158.58672442580362,72.03166226912931,3.7992285152415657,1,8,1,-0.3000854151453467,-4.458878855783652,-0.30008541514536535,-0.5765167011798916,-17.54873676442952,-17.54873676442954,-1.5122784424941977,0.07482364627850221,0.2680256777040471,0.2680256777040597,55.058434856997366,-1.6649240407265973,5082.785405984984,0.5071877225495635,5.028386014205119,2.5095774975657257,20.780098097091383,0.006034578702498037,1503.7488671216902,151.41742083189993,0.7091355183017395,388.496707768487
1,26.192333333333337,12.864066666666666,47.129866666666665,63.00730531934164,2.5512630326819012,0.2427751258333333,0.0081469447095214,3.872015640285574e-07,21.50393568916429,1.4389078017126151,81.97590679840502,794.7140957446809,229.710528890892,211.1571829822045,78.13333333333333,3.746389177864183,3,8,0,1.5426667030987318,-2.9162121526849205,0.6212906439767027,-0.3770555479492031,52.570458556400865,17.510860895985704,0.9414168767638539,0.0404915433178941,0.04136650595254713,-0.18529266579898263,55.432363008144144,-0.6454979447898945,5165.080988476999,0.3882222013593136,1.9299723887051985,3.351312654313308,19.901711088284383,0.0056618948759779835,1762.8046278538272,173.00034840214326,0.9192316260022196,427.96511534679524
2,22.016866666666665,9.5806,5.1922,64.68427653616028,10.149300583137604,0.2546860266666667,0.0142361924884297,-1.5281519001055184e-05,21.46080561591175,1.518895568189849,79.66664268868226,805.5087601078167,219.35997243901616,191.71634585573025,80.27027027027029,2.5803892520671075,3,8,0,-2.3092641097227613,-5.225476262407682,-0.3832987033120175,-0.67563493746628,-19.440837126474236,16.564810714963293,0.034027206412958644,0.15690521911401245,0.7458392755098275,1.676971216818643,24.566018298002177,-15.24620827949759,5153.179146382195,0.41554433930786683,10.532599286449623,2.963878598606216,20.289980684253536,0.009372726332591614,1709.710332814107,163.78219618833893,0.8739805340239498,435.43933141536917
3,47.614866666666664,13.4868,6.246333333333333,64.50626906456566,12.90544786914396,0.2489784333333332,0.0170478542414841,-6.966514594802201e-06,23.58033340691191,1.6340398553060589,87.15366400291823,759.121192893401,264.74066043374535,224.90069153183097,80.66157760814247,2.978051349720765,4,8,0,7.4870213142359745,2.2615450518282927,2.5888786022566164,0.29240949014763196,33.18434567610072,6.871754274813282,1.5828870774131796,0.2000650178082169,0.7494818726120196,-0.1780074715946256,49.88071753729647,-2.7758227354238354,5621.957700134994,0.38752065643632055,10.316569266887342,3.4864935037589873,21.6993827227063,0.010432948857475085,2055.112454822789,190.10097652457293,0.8495132223488396,511.6786793255985
4,12.2116,30.917,16.253333333333334,63.72553563008416,5.120772271725575,0.2629254375,0.0094128801093374,2.671309757506748e-05,25.000952417234934,1.6816782001708557,72.74142970245688,863.8457369942197,193.18084941243563,173.38056068645943,62.898550724637666,6.448601713492108,4,8,0,-14.41223430046135,-12.150689248633057,-3.4626064931126783,-1.5710396064242829,-51.52013084537154,-9.167892584635366,-0.8217848119755148,0.0803566768187055,-0.4793704530380637,-0.7807334344814976,37.002093292196925,6.218037497097377,4635.486570287178,0.41954777972170915,8.583378764838253,2.7207391236719425,19.125572228893972,0.005597313510028891,1818.6050227527644,143.15332027451092,0.8975038737732064,478.1575212469681
5,46.3412,-14.991733333333332,-21.051733333333335,63.03601179050094,2.450391305042049,0.2663709066666666,0.0313179870677585,5.27197748748435e-05,22.37269590505761,1.6958130670876534,90.8588245580186,716.6193181818181,270.5864230290166,208.07821885194932,77.69784172661869,2.5327217155484396,4,8,0,18.117394855561713,5.966705606928656,1.8525802775501903,0.7714731762573318,34.697658165489884,-8.41123633994082,0.797708031872093,0.03887287973080976,-0.7351286370323586,-0.6895238395832166,53.06066680805619,1.589974635379868,5727.377936110317,0.4366570639765468,0.5978110274918589,3.3009419479543154,24.202147476187005,0.018467829783587655,2032.7568521275307,185.4541612025282,0.7689898721549523,541.4672857340894
6,48.52713333333333,-0.4968666666666667,25.681866666666668,63.27894766370178,4.700948405143854,0.3816816541666666,0.0514756002927396,6.864161967126348e-05,22.40768263404596,1.5252548069035103,93.94298959853376,683.3618721461187,228.81833097419656,177.03707532762454,75.28604118993134,3.49455507472303,2,8,0,3.0841650405151597,9.050870647443816,10.600779948038445,1.1702444173162345,-31.04114352432478,1.8282573205825983,-0.6511191357345579,0.07428929491886009,-0.22329398319118432,0.24293587320083532,54.906172890850804,8.952039799326943,5944.613522177298,0.5306402000487345,-5.899831542894591,2.7977246630391153,35.85631566733032,0.03374885301770828,2105.044696617425,160.3804824972508,0.7737014537860111,803.4569418997077
7,37.293785310734464,-1.358555286521388,30.354317998385795,63.30373802316186,4.392118748070384,0.753902145,0.1005840291511147,0.0002416226017518,23.93552063828056,1.6879758006981205,96.52304760503682,672.5772471910112,261.9699593603501,197.89355123741308,78.82882882882883,3.268965461197903,2,8,0,2.580058006503066,11.630928653946881,2.83211152350913,1.5038364656475172,20.856475909788543,-5.0923338072681,0.322344644520702,0.0693816650521234,0.13386311633047507,0.024790359460084233,48.10464339766814,-2.478011705194015,6110.269718786432,0.4877523623874215,1.5600072245612542,3.1260957771389597,72.76893263137437,0.05958854926090452,2310.329398020096,179.56411314219736,0.7554055118403962,1741.762288823909
8,28.897733333333335,28.985133333333337,35.430933333333336,63.4135260184889,2.455032498582768,0.2760553983333333,0.0184395694326448,-5.158240093222328e-05,23.84792296901392,1.5474711300053796,84.68509878955156,748.3203125,203.6033984674156,159.14194337788464,46.867167919799506,4.286322839867297,1,9,1,-4.906232700494854,-4.299659625419508,-4.906232700494874,-1.0958502683297346,-13.243513277732063,-13.243513277732081,-1.6017187299032773,0.03871465052845314,0.1402897729775435,0.14028977297755318,54.134720679307726,-0.21835309144502096,5370.180715469531,0.532135629739861,7.361265199077642,2.5095898440010296,23.37777867924734,0.01191593760626778,2019.5637125565595,136.53750325503324,0.7816271465790563,557.5114651293464
9,41.6102,15.153866666666667,37.40626666666667,63.19036746161242,2.3047906773490356,0.2380159525,0.0116113125741053,-2.78658942506213e-05,24.652156342012585,1.8009532080342272,87.81368564337201,732.8086797066014,262.63910734058027,184.3357082649292,60.53921568627449,1.3069443596552492,1,9,1,3.128586853820451,-1.1710727715990572,-0.8888229233371943,-0.2984702331792745,25.19376488704455,5.975125804656276,0.9139737568982383,0.03647376601741041,-0.041434391949459484,-0.22315855687648423,57.96789805512089,1.8074121421840839,5548.9790639631965,0.47637913453418446,3.1936136006862297,2.9171488116406774,20.901058030942764,0.00644731496759944,2164.796707448753,169.17134376392798,0.7018593313519367,515.2561502922787
